combo;rang;type_main
[ 7  8 19 43 44];158438;4
[ 6  7 34 43 44];158438;4
[ 7  8 32 43 44];158438;4
[ 7 32 34 43 44];158438;4
[34 43 44 45 46];158438;4
[21 43 44 45 46];158438;4
[ 8 43 44 45 46];158438;4
[33 43 44 45 47];158438;4
[33 34 43 44 45];158438;4
[21 33 43 44 45];158438;4
[ 8 33 43 44 45];158438;4
[20 43 44 45 47];158438;4
[20 34 43 44 45];158438;4
[20 21 43 44 45];158438;4
[ 8 20 43 44 45];158438;4
[ 7 43 44 45 47];158438;4
[ 7 34 43 44 45];158438;4
[ 7 21 32 43 44];158438;4
[ 7 21 43 44 45];158438;4
[32 43 44 46 47];158438;4
[32 34 43 44 46];158438;4
[21 32 43 44 46];158438;4
[ 8 32 43 44 46];158438;4
[32 33 43 44 47];158438;4
[32 33 34 43 44];158438;4
[21 32 33 43 44];158438;4
[ 8 32 33 43 44];158438;4
[20 32 43 44 47];158438;4
[20 32 34 43 44];158438;4
[20 21 32 43 44];158438;4
[ 8 20 32 43 44];158438;4
[ 7 32 43 44 47];158438;4
[ 7  8 43 44 45];158438;4
[ 5  6  7 43 47];158438;4
[ 6  7 21 43 44];158438;4
[31 43 45 46 47];158438;4
[19 31 34 43 46];158438;4
[19 21 31 43 46];158438;4
[ 8 19 31 43 46];158438;4
[19 31 33 43 47];158438;4
[19 31 33 34 43];158438;4
[19 21 31 33 43];158438;4
[ 8 19 31 33 43];158438;4
[19 20 31 43 47];158438;4
[19 20 31 34 43];158438;4
[19 20 21 31 43];158438;4
[ 8 19 20 31 43];158438;4
[ 7 19 31 43 47];158438;4
[ 7 19 31 34 43];158438;4
[19 31 43 46 47];158438;4
[ 7 19 21 31 43];158438;4
[ 6 31 43 46 47];158438;4
[ 6 31 34 43 46];158438;4
[ 6 21 31 43 46];158438;4
[ 6  8 31 43 46];158438;4
[ 6 31 33 43 47];158438;4
[ 6 31 33 34 43];158438;4
[ 6 21 31 33 43];158438;4
[ 6  8 31 33 43];158438;4
[ 6 20 31 43 47];158438;4
[ 6 20 31 34 43];158438;4
[ 6 20 21 31 43];158438;4
[ 6  8 20 31 43];158438;4
[ 6  7 31 43 47];158438;4
[ 7  8 19 31 43];158438;4
[ 6  7  8 43 44];158438;4
[ 7  8 31 32 43];158438;4
[ 7 31 32 34 43];158438;4
[31 34 43 45 46];158438;4
[21 31 43 45 46];158438;4
[ 8 31 43 45 46];158438;4
[31 33 43 45 47];158438;4
[31 33 34 43 45];158438;4
[21 31 33 43 45];158438;4
[ 8 31 33 43 45];158438;4
[20 31 43 45 47];158438;4
[20 31 34 43 45];158438;4
[20 21 31 43 45];158438;4
[ 8 20 31 43 45];158438;4
[ 7 31 43 45 47];158438;4
[ 7 31 34 43 45];158438;4
[ 7 21 31 32 43];158438;4
[ 7 21 31 43 45];158438;4
[31 32 43 46 47];158438;4
[31 32 34 43 46];158438;4
[21 31 32 43 46];158438;4
[ 8 31 32 43 46];158438;4
[31 32 33 43 47];158438;4
[31 32 33 34 43];158438;4
[21 31 32 33 43];158438;4
[ 8 31 32 33 43];158438;4
[20 31 32 43 47];158438;4
[20 31 32 34 43];158438;4
[20 21 31 32 43];158438;4
[ 8 20 31 32 43];158438;4
[ 7 31 32 43 47];158438;4
[ 7  8 31 43 45];158438;4
[ 5  6  7 34 43];158438;4
[ 5  6  7 21 43];158438;4
[ 5  6  7  8 43];158438;4
[18 19 21 30 46];158438;4
[ 8 18 19 30 46];158438;4
[18 19 30 33 47];158438;4
[18 19 30 33 34];158438;4
[18 19 21 30 33];158438;4
[ 8 18 19 30 33];158438;4
[18 19 20 30 47];158438;4
[18 19 20 30 34];158438;4
[18 19 20 21 30];158438;4
[ 8 18 19 20 30];158438;4
[ 7 18 19 30 47];158438;4
[ 7 18 19 30 34];158438;4
[ 7 18 19 21 30];158438;4
[18 19 30 34 46];158438;4
[ 7  8 18 19 30];158438;4
[ 6 18 30 34 46];158438;4
[ 6 18 21 30 46];158438;4
[ 6  8 18 30 46];158438;4
[ 6 18 30 33 47];158438;4
[ 6 18 30 33 34];158438;4
[ 6 18 21 30 33];158438;4
[ 6  8 18 30 33];158438;4
[ 6 18 20 30 47];158438;4
[ 6 18 20 30 34];158438;4
[ 6 18 20 21 30];158438;4
[ 6  8 18 20 30];158438;4
[ 6  7 18 30 47];158438;4
[ 6  7 18 30 34];158438;4
[ 6 18 30 46 47];158438;4
[ 6  7 18 21 30];158438;4
[18 19 30 46 47];158438;4
[ 7 18 21 30 32];158438;4
[18 21 30 45 46];158438;4
[ 8 18 30 45 46];158438;4
[18 30 33 45 47];158438;4
[18 30 33 34 45];158438;4
[18 21 30 33 45];158438;4
[ 8 18 30 33 45];158438;4
[18 20 30 45 47];158438;4
[18 20 30 34 45];158438;4
[18 20 21 30 45];158438;4
[ 8 18 20 30 45];158438;4
[ 7 18 30 45 47];158438;4
[ 7 18 30 34 45];158438;4
[ 7 18 21 30 45];158438;4
[ 7  8 18 30 32];158438;4
[ 7  8 18 30 45];158438;4
[18 30 32 34 46];158438;4
[18 21 30 32 46];158438;4
[ 8 18 30 32 46];158438;4
[18 30 32 33 47];158438;4
[18 30 32 33 34];158438;4
[18 21 30 32 33];158438;4
[ 8 18 30 32 33];158438;4
[18 20 30 32 47];158438;4
[18 20 30 32 34];158438;4
[18 20 21 30 32];158438;4
[ 8 18 20 30 32];158438;4
[ 7 18 30 32 47];158438;4
[ 7 18 30 32 34];158438;4
[18 30 32 46 47];158438;4
[18 30 34 45 46];158438;4
[ 6  7  8 18 30];158438;4
[ 5 30 34 45 46];158438;4
[ 5 19 21 30 46];158438;4
[ 5  8 19 30 46];158438;4
[ 5 19 30 33 47];158438;4
[ 5 19 30 33 34];158438;4
[ 5 19 21 30 33];158438;4
[ 5  8 19 30 33];158438;4
[ 5 19 20 30 47];158438;4
[ 5 19 20 30 34];158438;4
[ 5 19 20 21 30];158438;4
[ 5  8 19 20 30];158438;4
[ 5  7 19 30 47];158438;4
[ 5  7 19 30 34];158438;4
[ 5  7 19 21 30];158438;4
[ 5 19 30 34 46];158438;4
[ 5  7  8 19 30];158438;4
[ 5  6 30 34 46];158438;4
[ 5  6 21 30 46];158438;4
[ 5  6  8 30 46];158438;4
[ 5  6 30 33 47];158438;4
[ 5  6 30 33 34];158438;4
[ 5  6 21 30 33];158438;4
[ 5  6  8 30 33];158438;4
[ 5  6 20 30 47];158438;4
[ 5  6 20 30 34];158438;4
[ 5  6 20 21 30];158438;4
[ 5  6  8 20 30];158438;4
[ 5  6  7 30 47];158438;4
[ 5  6  7 30 34];158438;4
[ 5  6 30 46 47];158438;4
[ 5 30 45 46 47];158438;4
[ 5 19 30 46 47];158438;4
[ 5  7 21 30 32];158438;4
[ 5 21 30 45 46];158438;4
[ 5  8 30 45 46];158438;4
[ 5 30 33 45 47];158438;4
[ 5 30 33 34 45];158438;4
[ 5 21 30 33 45];158438;4
[ 5  8 30 33 45];158438;4
[ 5 20 30 45 47];158438;4
[ 5 20 30 34 45];158438;4
[ 5 20 21 30 45];158438;4
[ 5  8 20 30 45];158438;4
[ 5  7 30 45 47];158438;4
[ 5  7 30 34 45];158438;4
[ 5  7 21 30 45];158438;4
[ 5  7  8 30 32];158438;4
[ 5  7  8 30 45];158438;4
[ 5 30 32 34 46];158438;4
[ 5 21 30 32 46];158438;4
[ 5  8 30 32 46];158438;4
[ 5 30 32 33 47];158438;4
[ 5 30 32 33 34];158438;4
[ 5 21 30 32 33];158438;4
[ 5  8 30 32 33];158438;4
[ 5 20 30 32 47];158438;4
[ 5 20 30 32 34];158438;4
[ 5 20 21 30 32];158438;4
[ 5  8 20 30 32];158438;4
[ 5  7 30 32 47];158438;4
[ 5  7 30 32 34];158438;4
[ 5 30 32 46 47];158438;4
[ 5  6  7  8 30];158438;4
[18 30 45 46 47];158438;4
[ 6  7 21 30 31];158438;4
[19 30 34 44 46];158438;4
[19 21 30 44 46];158438;4
[ 8 19 30 44 46];158438;4
[19 30 33 44 47];158438;4
[19 30 33 34 44];158438;4
[19 21 30 33 44];158438;4
[ 8 19 30 33 44];158438;4
[19 20 30 44 47];158438;4
[19 20 30 34 44];158438;4
[19 20 21 30 44];158438;4
[ 8 19 20 30 44];158438;4
[ 7 19 30 44 47];158438;4
[ 7 19 30 34 44];158438;4
[19 30 44 46 47];158438;4
[ 7 19 21 30 44];158438;4
[ 6 30 44 46 47];158438;4
[ 6 30 34 44 46];158438;4
[ 6 21 30 44 46];158438;4
[ 6  8 30 44 46];158438;4
[ 6 30 33 44 47];158438;4
[ 6 30 33 34 44];158438;4
[ 6 21 30 33 44];158438;4
[ 6  8 30 33 44];158438;4
[ 6 20 30 44 47];158438;4
[ 6 20 30 34 44];158438;4
[ 6 20 21 30 44];158438;4
[ 6  8 20 30 44];158438;4
[ 6  7 30 44 47];158438;4
[ 7  8 19 30 44];158438;4
[ 6  7 30 34 44];158438;4
[ 7  8 30 32 44];158438;4
[ 7 30 32 34 44];158438;4
[30 34 44 45 46];158438;4
[21 30 44 45 46];158438;4
[ 8 30 44 45 46];158438;4
[30 33 44 45 47];158438;4
[30 33 34 44 45];158438;4
[21 30 33 44 45];158438;4
[ 8 30 33 44 45];158438;4
[20 30 44 45 47];158438;4
[20 30 34 44 45];158438;4
[20 21 30 44 45];158438;4
[ 8 20 30 44 45];158438;4
[ 7 30 44 45 47];158438;4
[ 7 30 34 44 45];158438;4
[ 7 21 30 32 44];158438;4
[ 7 21 30 44 45];158438;4
[30 32 44 46 47];158438;4
[30 32 34 44 46];158438;4
[21 30 32 44 46];158438;4
[ 8 30 32 44 46];158438;4
[30 32 33 44 47];158438;4
[30 32 33 34 44];158438;4
[21 30 32 33 44];158438;4
[ 8 30 32 33 44];158438;4
[20 30 32 44 47];158438;4
[20 30 32 34 44];158438;4
[20 21 30 32 44];158438;4
[ 8 20 30 32 44];158438;4
[ 7 30 32 44 47];158438;4
[ 7  8 30 44 45];158438;4
[ 6  7  8 30 31];158438;4
[ 6  7 21 30 44];158438;4
[30 31 45 46 47];158438;4
[19 21 30 31 46];158438;4
[ 8 19 30 31 46];158438;4
[19 30 31 33 47];158438;4
[19 30 31 33 34];158438;4
[19 21 30 31 33];158438;4
[ 8 19 30 31 33];158438;4
[19 20 30 31 47];158438;4
[19 20 30 31 34];158438;4
[19 20 21 30 31];158438;4
[ 8 19 20 30 31];158438;4
[ 7 19 30 31 47];158438;4
[ 7 19 30 31 34];158438;4
[ 7 19 21 30 31];158438;4
[19 30 31 34 46];158438;4
[ 7  8 19 30 31];158438;4
[ 6 30 31 34 46];158438;4
[ 6 21 30 31 46];158438;4
[ 6  8 30 31 46];158438;4
[ 6 30 31 33 47];158438;4
[ 6 30 31 33 34];158438;4
[ 6 21 30 31 33];158438;4
[ 6  8 30 31 33];158438;4
[ 6 20 30 31 47];158438;4
[ 6 20 30 31 34];158438;4
[ 6 20 21 30 31];158438;4
[ 6  8 20 30 31];158438;4
[ 6  7 30 31 47];158438;4
[ 6  7 30 31 34];158438;4
[ 6 30 31 46 47];158438;4
[ 6  7  8 30 44];158438;4
[19 30 31 46 47];158438;4
[ 7 21 30 31 32];158438;4
[30 31 34 45 46];158438;4
[21 30 31 45 46];158438;4
[ 8 30 31 45 46];158438;4
[30 31 33 45 47];158438;4
[30 31 33 34 45];158438;4
[21 30 31 33 45];158438;4
[ 8 30 31 33 45];158438;4
[20 30 31 45 47];158438;4
[20 30 31 34 45];158438;4
[20 21 30 31 45];158438;4
[ 8 20 30 31 45];158438;4
[ 7 30 31 45 47];158438;4
[ 7 30 31 34 45];158438;4
[ 7  8 30 31 32];158438;4
[ 7 21 30 31 45];158438;4
[30 31 32 46 47];158438;4
[30 31 32 34 46];158438;4
[21 30 31 32 46];158438;4
[ 8 30 31 32 46];158438;4
[30 31 32 33 47];158438;4
[21 30 31 32 33];158438;4
[ 8 30 31 32 33];158438;4
[20 30 31 32 47];158438;4
[20 30 31 32 34];158438;4
[20 21 30 31 32];158438;4
[ 8 20 30 31 32];158438;4
[ 7 30 31 32 47];158438;4
[ 7 30 31 32 34];158438;4
[ 7  8 30 31 45];158438;4
[ 4  5  6  7 21];158438;4
[33 42 43 44 45];158439;4
[ 7 42 43 44 45];158439;4
[16 17 18 32 46];158439;4
[16 17 18 32 33];158439;4
[16 17 18 20 32];158439;4
[ 7 16 17 18 32];158439;4
[16 17 18 19 46];158439;4
[16 17 18 19 33];158439;4
[ 7 16 17 18 19];158439;4
[ 6 16 17 18 46];158439;4
[ 6 16 17 18 33];158439;4
[ 6 16 17 18 20];158439;4
[ 6  7 16 17 18];158439;4
[ 5 16 17 45 46];158439;4
[ 5 16 17 33 45];158439;4
[ 5 16 17 20 45];158439;4
[ 5  7 16 17 45];158439;4
[ 5 16 17 32 46];158439;4
[ 5 16 17 32 33];158439;4
[ 5 16 17 20 32];158439;4
[ 5  7 16 17 32];158439;4
[ 5 16 17 19 46];158439;4
[ 5 16 17 19 33];158439;4
[ 5 16 17 19 20];158439;4
[ 5  7 16 17 19];158439;4
[ 5  6 16 17 46];158439;4
[ 5  6 16 17 33];158439;4
[ 5  6 16 17 20];158439;4
[ 5  6  7 16 17];158439;4
[ 7 16 17 18 45];158439;4
[16 17 18 20 45];158439;4
[16 17 18 33 45];158439;4
[16 17 18 45 46];158439;4
[16 17 32 44 46];158439;4
[16 17 32 33 44];158439;4
[16 17 20 32 44];158439;4
[ 7 16 17 32 44];158439;4
[16 17 19 44 46];158439;4
[16 17 19 33 44];158439;4
[16 17 19 20 44];158439;4
[ 7 16 17 19 44];158439;4
[ 6 16 17 44 46];158439;4
[ 6 16 17 33 44];158439;4
[ 6 16 17 20 44];158439;4
[ 6  7 16 17 44];158439;4
[16 17 31 45 46];158439;4
[ 4 16 44 45 46];158439;4
[16 17 31 33 45];158439;4
[ 7 16 17 31 45];158439;4
[16 17 31 32 46];158439;4
[16 17 31 32 33];158439;4
[16 17 20 31 32];158439;4
[ 7 16 17 31 32];158439;4
[16 17 19 31 46];158439;4
[16 17 19 31 33];158439;4
[16 17 19 20 31];158439;4
[ 7 16 17 19 31];158439;4
[ 6 16 17 31 46];158439;4
[ 6 16 17 31 33];158439;4
[ 6 16 17 20 31];158439;4
[ 6  7 16 17 31];158439;4
[16 17 20 31 45];158439;4
[ 4 16 33 44 45];158439;4
[ 4 16 20 44 45];158439;4
[ 4  7 16 44 45];158439;4
[ 4 16 18 32 46];158439;4
[ 4 16 18 32 33];158439;4
[ 4 16 18 20 32];158439;4
[ 4  7 16 18 32];158439;4
[ 4 16 18 19 46];158439;4
[ 4 16 18 19 33];158439;4
[ 4 16 18 19 20];158439;4
[ 4  7 16 18 19];158439;4
[ 4  6 16 18 46];158439;4
[ 4  6 16 18 33];158439;4
[ 4  6 16 18 20];158439;4
[ 4  6  7 16 18];158439;4
[ 4  5 16 45 46];158439;4
[ 4  7 16 18 45];158439;4
[ 4  5 16 33 45];158439;4
[ 4  5  7 16 45];158439;4
[ 4  5 16 32 46];158439;4
[ 4  5 16 32 33];158439;4
[ 4  5 16 20 32];158439;4
[ 4  5  7 16 32];158439;4
[ 4  5 16 19 46];158439;4
[ 4  5 16 19 33];158439;4
[ 4  5 16 19 20];158439;4
[ 4  5  7 16 19];158439;4
[ 4  5  6 16 46];158439;4
[ 4  5  6 16 33];158439;4
[ 4  5  6 16 20];158439;4
[ 4  5  6  7 16];158439;4
[ 4  5 16 20 45];158439;4
[ 7 16 17 44 45];158439;4
[ 4 16 18 20 45];158439;4
[ 4 16 18 45 46];158439;4
[ 4 16 32 44 46];158439;4
[ 4 16 32 33 44];158439;4
[ 4 16 20 32 44];158439;4
[ 4  7 16 32 44];158439;4
[ 4 16 19 44 46];158439;4
[ 4 16 19 33 44];158439;4
[ 4 16 19 20 44];158439;4
[ 4  7 16 19 44];158439;4
[ 4  6 16 44 46];158439;4
[ 4  6 16 33 44];158439;4
[ 4  6 16 20 44];158439;4
[ 4  6  7 16 44];158439;4
[ 4 16 31 45 46];158439;4
[ 4 16 18 33 45];158439;4
[ 4 16 31 33 45];158439;4
[ 4  7 16 31 45];158439;4
[ 4 16 31 32 46];158439;4
[ 4 16 31 32 33];158439;4
[ 4 16 20 31 32];158439;4
[ 4  7 16 31 32];158439;4
[ 4 16 19 31 46];158439;4
[ 4 16 19 31 33];158439;4
[ 4 16 19 20 31];158439;4
[ 4  7 16 19 31];158439;4
[ 4  6 16 31 46];158439;4
[ 4  6 16 31 33];158439;4
[ 4  6 16 20 31];158439;4
[ 4  6  7 16 31];158439;4
[ 4 16 20 31 45];158439;4
[16 17 20 44 45];158439;4
[16 17 33 44 45];158439;4
[16 17 44 45 46];158439;4
[16 18 32 43 46];158439;4
[16 18 32 33 43];158439;4
[16 18 20 32 43];158439;4
[ 7 16 18 32 43];158439;4
[16 18 19 43 46];158439;4
[16 18 19 33 43];158439;4
[16 18 19 20 43];158439;4
[ 7 16 18 19 43];158439;4
[ 6 16 18 43 46];158439;4
[ 6 16 18 33 43];158439;4
[ 6 16 18 20 43];158439;4
[ 6  7 16 18 43];158439;4
[ 5 16 43 45 46];158439;4
[ 7 16 18 43 45];158439;4
[ 5 16 33 43 45];158439;4
[ 5  7 16 43 45];158439;4
[ 5 16 32 43 46];158439;4
[ 5 16 32 33 43];158439;4
[ 5 16 20 32 43];158439;4
[ 5  7 16 32 43];158439;4
[ 5 16 19 43 46];158439;4
[ 5 16 19 33 43];158439;4
[ 5 16 19 20 43];158439;4
[ 5  7 16 19 43];158439;4
[ 5  6 16 43 46];158439;4
[ 5  6 16 33 43];158439;4
[ 5  6 16 20 43];158439;4
[ 5  6  7 16 43];158439;4
[ 5 16 20 43 45];158439;4
[16 30 44 45 46];158439;4
[16 18 20 43 45];158439;4
[16 18 43 45 46];158439;4
[16 32 43 44 46];158439;4
[16 32 33 43 44];158439;4
[16 20 32 43 44];158439;4
[ 7 16 32 43 44];158439;4
[16 19 43 44 46];158439;4
[16 19 33 43 44];158439;4
[16 19 20 43 44];158439;4
[ 7 16 19 43 44];158439;4
[ 6 16 43 44 46];158439;4
[ 6 16 33 43 44];158439;4
[ 6 16 20 43 44];158439;4
[ 6  7 16 43 44];158439;4
[16 31 43 45 46];158439;4
[16 18 33 43 45];158439;4
[16 31 33 43 45];158439;4
[ 7 16 31 43 45];158439;4
[16 31 32 43 46];158439;4
[16 31 32 33 43];158439;4
[16 20 31 32 43];158439;4
[ 7 16 31 32 43];158439;4
[16 19 31 43 46];158439;4
[16 19 31 33 43];158439;4
[16 19 20 31 43];158439;4
[ 7 16 19 31 43];158439;4
[ 6 16 31 43 46];158439;4
[ 6 16 31 33 43];158439;4
[ 6 16 20 31 43];158439;4
[ 6  7 16 31 43];158439;4
[16 20 31 43 45];158439;4
[ 3 33 43 44 45];158439;4
[16 30 33 44 45];158439;4
[ 7 16 30 44 45];158439;4
[16 18 30 32 46];158439;4
[16 18 30 32 33];158439;4
[16 18 20 30 32];158439;4
[ 7 16 18 30 32];158439;4
[16 18 19 30 46];158439;4
[16 18 19 30 33];158439;4
[16 18 19 20 30];158439;4
[ 7 16 18 19 30];158439;4
[ 6 16 18 30 46];158439;4
[ 6 16 18 30 33];158439;4
[ 6 16 18 20 30];158439;4
[ 6  7 16 18 30];158439;4
[ 5 16 30 45 46];158439;4
[ 7 16 18 30 45];158439;4
[ 5 16 30 33 45];158439;4
[ 5  7 16 30 45];158439;4
[ 5 16 30 32 46];158439;4
[ 5 16 30 32 33];158439;4
[ 5 16 20 30 32];158439;4
[ 5  7 16 30 32];158439;4
[ 5 16 19 30 46];158439;4
[ 5 16 19 30 33];158439;4
[ 5 16 19 20 30];158439;4
[ 5  7 16 19 30];158439;4
[ 5  6 16 30 46];158439;4
[ 5  6 16 30 33];158439;4
[ 5  6 16 20 30];158439;4
[ 5  6  7 16 30];158439;4
[ 5 16 20 30 45];158439;4
[16 20 30 44 45];158439;4
[16 18 20 30 45];158439;4
[16 18 30 45 46];158439;4
[16 30 32 44 46];158439;4
[16 30 32 33 44];158439;4
[16 20 30 32 44];158439;4
[ 7 16 30 32 44];158439;4
[16 19 30 44 46];158439;4
[16 19 30 33 44];158439;4
[16 19 20 30 44];158439;4
[ 7 16 19 30 44];158439;4
[ 6 16 30 44 46];158439;4
[ 6 16 30 33 44];158439;4
[ 6 16 20 30 44];158439;4
[ 6  7 16 30 44];158439;4
[16 30 31 45 46];158439;4
[16 18 30 33 45];158439;4
[16 30 31 33 45];158439;4
[ 7 16 30 31 45];158439;4
[16 30 31 32 46];158439;4
[16 30 31 32 33];158439;4
[16 20 30 31 32];158439;4
[ 7 16 30 31 32];158439;4
[16 19 30 31 46];158439;4
[16 19 30 31 33];158439;4
[16 19 20 30 31];158439;4
[ 7 16 19 30 31];158439;4
[ 6 16 30 31 46];158439;4
[ 6 16 30 31 33];158439;4
[ 6 16 20 30 31];158439;4
[ 6  7 16 30 31];158439;4
[16 20 30 31 45];158439;4
[ 7 16 43 44 45];158439;4
[ 3 20 43 44 45];158439;4
[ 3 32 43 44 46];158439;4
[ 3 17 18 32 33];158439;4
[ 3 17 18 20 32];158439;4
[ 3  7 17 18 32];158439;4
[ 3 17 18 19 46];158439;4
[ 3 17 18 19 33];158439;4
[ 3 17 18 19 20];158439;4
[ 3  7 17 18 19];158439;4
[ 3  6 17 18 46];158439;4
[ 3  6 17 18 33];158439;4
[ 3  6 17 18 20];158439;4
[ 3  6  7 17 18];158439;4
[ 3  5 17 45 46];158439;4
[ 3  5 17 33 45];158439;4
[ 3  5 17 20 45];158439;4
[ 3  5  7 17 45];158439;4
[ 3  5 17 32 46];158439;4
[ 3  5 17 32 33];158439;4
[ 3  5 17 20 32];158439;4
[ 3  5  7 17 32];158439;4
[ 3  5 17 19 46];158439;4
[ 3  5 17 19 33];158439;4
[ 3  5 17 19 20];158439;4
[ 3  5  7 17 19];158439;4
[ 3  5  6 17 46];158439;4
[ 3  5  6 17 33];158439;4
[ 3  5  6 17 20];158439;4
[ 3  5  6  7 17];158439;4
[ 3 17 18 32 46];158439;4
[ 3  7 17 18 45];158439;4
[ 3 17 18 20 45];158439;4
[ 3 17 18 33 45];158439;4
[ 3 17 32 33 44];158439;4
[ 3 17 20 32 44];158439;4
[ 3  7 17 32 44];158439;4
[ 3 17 19 44 46];158439;4
[ 3 17 19 33 44];158439;4
[ 3 17 19 20 44];158439;4
[ 3  7 17 19 44];158439;4
[ 3  6 17 44 46];158439;4
[ 3  6 17 33 44];158439;4
[ 3  6 17 20 44];158439;4
[ 3  6  7 17 44];158439;4
[ 3 17 31 45 46];158439;4
[ 3 17 31 33 45];158439;4
[ 3  4 44 45 46];158439;4
[ 3 17 20 31 45];158439;4
[ 3 17 31 32 46];158439;4
[ 3 17 31 32 33];158439;4
[ 3 17 20 31 32];158439;4
[ 3  7 17 31 32];158439;4
[ 3 17 19 31 46];158439;4
[ 3 17 19 31 33];158439;4
[ 3 17 19 20 31];158439;4
[ 3  7 17 19 31];158439;4
[ 3  6 17 31 46];158439;4
[ 3  6 17 31 33];158439;4
[ 3  6 17 20 31];158439;4
[ 3  6  7 17 31];158439;4
[ 3 17 18 45 46];158439;4
[ 3  7 17 31 45];158439;4
[ 3  4 33 44 45];158439;4
[ 3  4 20 44 45];158439;4
[ 3  4  7 44 45];158439;4
[ 3  4 18 32 46];158439;4
[ 3  4 18 32 33];158439;4
[ 3  4 18 20 32];158439;4
[ 3  4  7 18 32];158439;4
[ 3  4 18 19 46];158439;4
[ 3  4 18 19 33];158439;4
[ 3  4 18 19 20];158439;4
[ 3  4  7 18 19];158439;4
[ 3  4  6 18 46];158439;4
[ 3  4  6 18 33];158439;4
[ 3  4  6 18 20];158439;4
[ 3  4  6  7 18];158439;4
[ 3  4  5 45 46];158439;4
[ 3  4  7 18 45];158439;4
[ 3  4  5 33 45];158439;4
[ 3  4  5  7 45];158439;4
[ 3  4  5 32 46];158439;4
[ 3  4  5 32 33];158439;4
[ 3  4  5 20 32];158439;4
[ 3  4  5  7 32];158439;4
[ 3  4  5 19 46];158439;4
[ 3  4  5 19 33];158439;4
[ 3  4  5 19 20];158439;4
[ 3  4  5  7 19];158439;4
[ 3  4  5  6 46];158439;4
[ 3  4  5  6 33];158439;4
[ 3  4  5  6 20];158439;4
[20 42 43 44 45];158439;4
[ 3  4  5 20 45];158439;4
[ 3 17 32 44 46];158439;4
[ 3  4 18 20 45];158439;4
[ 3  4 18 45 46];158439;4
[ 3  4 32 44 46];158439;4
[ 3  4 32 33 44];158439;4
[ 3  4 20 32 44];158439;4
[ 3  4  7 32 44];158439;4
[ 3  4 19 44 46];158439;4
[ 3  4 19 33 44];158439;4
[ 3  4 19 20 44];158439;4
[ 3  4  7 19 44];158439;4
[ 3  4  6 44 46];158439;4
[ 3  4  6 33 44];158439;4
[ 3  4  6 20 44];158439;4
[ 3  4  6  7 44];158439;4
[ 3  4 31 45 46];158439;4
[ 3  4 18 33 45];158439;4
[ 3  4 31 33 45];158439;4
[ 3  4  7 31 45];158439;4
[ 3  4 31 32 46];158439;4
[ 3  4 31 32 33];158439;4
[ 3  4 20 31 32];158439;4
[ 3  4  7 31 32];158439;4
[ 3  4 19 31 46];158439;4
[ 3  4 19 31 33];158439;4
[ 3  4 19 20 31];158439;4
[ 3  4  7 19 31];158439;4
[ 3  4  6 31 46];158439;4
[ 3  4  6 31 33];158439;4
[ 3  4  6 20 31];158439;4
[ 3  4  6  7 31];158439;4
[ 3  4 20 31 45];158439;4
[ 3  7 17 44 45];158439;4
[ 3 17 20 44 45];158439;4
[ 3 17 33 44 45];158439;4
[ 3 18 32 33 43];158439;4
[ 3 18 20 32 43];158439;4
[ 3  7 18 32 43];158439;4
[ 3 18 19 43 46];158439;4
[ 3 18 19 33 43];158439;4
[ 3 18 19 20 43];158439;4
[ 3  7 18 19 43];158439;4
[ 3  6 18 43 46];158439;4
[ 3  6 18 33 43];158439;4
[ 3  6 18 20 43];158439;4
[ 3  6  7 18 43];158439;4
[ 3  5 43 45 46];158439;4
[ 3  5 33 43 45];158439;4
[ 3 18 32 43 46];158439;4
[ 3  5 20 43 45];158439;4
[ 3  5 32 43 46];158439;4
[ 3  5 32 33 43];158439;4
[ 3  5 20 32 43];158439;4
[ 3  5  7 32 43];158439;4
[ 3  5 19 43 46];158439;4
[ 3  5 19 33 43];158439;4
[ 3  5 19 20 43];158439;4
[ 3  5  7 19 43];158439;4
[ 3  5  6 43 46];158439;4
[ 3  5  6 33 43];158439;4
[ 3  5  6 20 43];158439;4
[ 3  5  6  7 43];158439;4
[ 3 30 44 45 46];158439;4
[ 3  5  7 43 45];158439;4
[ 3 30 33 44 45];158439;4
[ 3  7 18 43 45];158439;4
[ 3 18 33 43 45];158439;4
[ 3 32 33 43 44];158439;4
[ 3 20 32 43 44];158439;4
[ 3  7 32 43 44];158439;4
[ 3 19 43 44 46];158439;4
[ 3 19 33 43 44];158439;4
[ 3 19 20 43 44];158439;4
[ 3  7 19 43 44];158439;4
[ 3  6 43 44 46];158439;4
[ 3  6 33 43 44];158439;4
[ 3  6 20 43 44];158439;4
[ 3  6  7 43 44];158439;4
[ 3 31 43 45 46];158439;4
[ 3 31 33 43 45];158439;4
[ 3 18 20 43 45];158439;4
[ 3 20 31 43 45];158439;4
[ 3 31 32 43 46];158439;4
[ 3 31 32 33 43];158439;4
[ 3 20 31 32 43];158439;4
[ 3  7 31 32 43];158439;4
[ 3 19 31 43 46];158439;4
[ 3 19 31 33 43];158439;4
[ 3 19 20 31 43];158439;4
[ 3  7 19 31 43];158439;4
[ 3  6 31 43 46];158439;4
[ 3  6 31 33 43];158439;4
[ 3  6 20 31 43];158439;4
[ 3  6  7 31 43];158439;4
[ 3 18 43 45 46];158439;4
[ 3  7 31 43 45];158439;4
